game_id,date
847,"Dec 5, 2005         "
848,"Dec 5, 2005         "
849,"Dec 5, 2005         "
850,"Nov 28, 2005        "
851,"Nov 28, 2005        "
852,"Nov 14, 2005        "
853,"Nov 7, 2005         "
854,"Nov 7, 2005         "
855,"Oct 24, 2005        "
856,"Oct 24, 2005        "
857,"Oct 24, 2005        "
858,"Oct 17, 2005        "
859,"Sep 28, 2005        "
860,"Sep 27, 2005        "
861,"Sep 19, 2005        "
862,"Sep 19, 2005        "
863,"Aug 29, 2005        "
864,"Aug 29, 2005        "
865,"Aug 22, 2005        "
866,"Aug 22, 2005        "
867,"Aug 22, 2005        "
868,"Aug 22, 2005        "
869,"Aug 15, 2005        "
870,"Jun 28, 2005        "
871,"Jun 13, 2005        "
872,"Jun 13, 2005        "
873,"May 23, 2005        "
874,"May 23, 2005        "
875,"May 9, 2005         "
876,"Apr 30, 2005        "
877,"Apr 18, 2005        "
878,"Mar 28, 2005        "
879,"Mar 14, 2005        "
880,"Mar 14, 2005        "
881,"Mar 14, 2005        "
882,"Feb 14, 2005        "
883,"Feb 14, 2005        "
884,"Jan 10, 2005        "
885,"Dec 6, 2004         "
886,"Nov 29, 2004        "
887,"Nov 21, 2004        "
888,"Nov 20, 2004        "
889,"Nov 20, 2004        "
890,"Nov 20, 2004        "
891,"Nov 15, 2004        "
892,"Nov 15, 2004        "
893,"Nov 8, 2004         "
894,"Oct 25, 2004        "
895,"Oct 25, 2004        "
896,"Oct 25, 2004        "
897,"Oct 25, 2004        "
898,"Oct 18, 2004        "
899,"Oct 11, 2004        "
900,"Oct 4, 2004         "
901,"Sep 27, 2004        "
902,"Sep 20, 2004        "
903,"Sep 7, 2004         "
904,"Sep 7, 2004         "
905,"Aug 30, 2004        "
906,"Jul 27, 2004        "
907,"Jul 12, 2004        "
908,"Jun 22, 2004        "
909,"Jun 7, 2004         "
910,"Jun 2, 2004         "
911,"Jun 2, 2004         "
912,"Jun 2, 2004         "
913,"Jun 2, 2004         "
914,"Jun 2, 2004         "
915,"Jun 2, 2004         "
916,"May 24, 2004        "
917,"May 10, 2004        "
918,"Apr 6, 2004         "
919,"Mar 22, 2004        "
920,"Feb 9, 2004         "
921,"Feb 9, 2004         "
922,"Dec 2, 2003         "
923,"Dec 1, 2003         "
924,"Dec 1, 2003         "
925,"Dec 1, 2003         "
926,"Nov 17, 2003        "
927,"Nov 17, 2003        "
928,"Nov 17, 2003        "
929,"Nov 10, 2003        "
930,"Nov 3, 2003         "
931,"Oct 28, 2003        "
932,"Oct 21, 2003        "
933,"Oct 13, 2003        "
934,"Sep 8, 2003         "
935,"Aug 26, 2003        "
